É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2020/04/21 18:48:15

,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,êÂë‰,êÂë‰,êÂë‰,êÂë‰,êÂë‰,êÂë‰,êÂë‰,êÂë‰,êÂë‰,êÂë‰,êÂë‰,êÂë‰,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ñºå√âÆ,ñºå√âÆ,ñºå√âÆ,ñºå√âÆ,ñºå√âÆ,ñºå√âÆ,ñºå√âÆ,ñºå√âÆ,ñºå√âÆ,ñºå√âÆ,ñºå√âÆ,ñºå√âÆ,çLìá,çLìá,çLìá,çLìá,çLìá,çLìá,çLìá,çLìá,çLìá,çLìá,çLìá,çLìá
2010/12,115.0,0,8,1,55.8,0,8,1,58,0,8,2,250.0,0,8,1,134.8,0,8,1,8,0,8,2,145.5,0,8,1,194.9,0,8,2,0,1,8,2,148.0,0,8,1,106.4,0,8,1,1,0,8,1,84.5,0,8,1,145.3,0,8,1,0,0,8,1,76.0,0,8,1,170.8,0,8,1,0,1,8,2,81.0,0,8,1,161.8,0,8,1,0,0,8,1
2011/1,120.0,0,8,1,115.5,0,8,1,172,0,8,2,8.5,0,8,1,158.8,0,8,1,9,0,8,2,3.5,0,8,1,243.9,0,8,2,0,1,8,2,106.0,0,8,1,89.7,0,8,1,0,0,8,1,0.5,0,8,1,196.0,0,8,1,0,0,8,1,9.5,0,8,1,189.8,0,8,1,11,0,8,2,3.5,0,8,1,161.4,0,8,1,3,0,8,1
2011/2,69.5,0,8,1,140.8,0,8,1,111,0,8,2,52.0,0,8,1,175.3,0,8,1,20,0,8,2,151.0,0,8,1,148.9,0,8,2,2,0,8,2,48.0,0,8,1,130.8,0,5,1,0,0,8,1,113.5,0,8,1,140.4,0,5,1,6,0,8,1,114.0,0,8,1,167.0,0,8,1,7,0,8,2,73.0,0,8,1,142.2,0,8,1,1,0,8,1
2011/3,60.5,0,8,1,159.7,0,5,1,101,0,5,2,43.5,0,5,1,179.7,0,5,1,18,0,8,2,74.0,0,8,1,214.8,0,8,2,0,1,8,2,60.0,0,8,1,185.0,0,5,1,0,0,8,1,75.5,0,8,1,194.0,0,5,1,0,0,8,1,43.0,0,8,1,229.5,0,5,1,0,1,8,2,43.5,0,8,1,200.3,0,8,1,0,0,8,1
2011/4,69.5,0,8,1,164.6,0,8,1,14,0,8,2,55.0,0,8,1,212.1,0,8,1,0,1,8,2,96.0,0,8,1,204.0,0,8,2,0,1,8,2,37.5,0,8,1,224.5,0,8,1,0,1,8,2,92.0,0,8,1,220.0,0,8,1,0,1,8,2,111.5,0,8,1,213.5,0,8,1,0,1,8,2,90.0,0,8,1,213.5,0,8,1,0,1,8,1
2011/5,56.5,0,8,1,158.6,0,8,1,0,1,8,2,222.5,0,8,1,191.5,0,8,1,0,1,8,2,213.5,0,8,1,146.3,0,8,2,0,1,8,2,277.5,0,8,1,156.3,0,8,1,0,1,8,2,307.5,0,8,1,185.7,0,8,1,0,1,8,2,330.5,0,8,1,169.8,0,8,1,0,1,8,2,337.0,0,8,1,163.9,0,8,1,0,1,8,1
2011/6,43.0,0,8,1,164.6,0,8,1,0,1,8,2,135.0,0,8,1,184.0,0,8,1,0,1,8,2,116.5,0,8,1,105.1,0,8,2,0,1,8,2,409.0,0,8,1,107.6,0,8,1,0,1,8,2,200.5,0,8,1,142.5,0,8,1,0,1,8,2,171.0,0,8,1,135.3,0,8,1,0,1,8,2,201.0,0,8,1,103.8,0,8,1,0,1,8,1
2011/7,129.0,0,8,1,170.2,0,8,1,0,1,8,2,96.5,0,8,1,159.2,0,8,1,0,1,8,2,54.5,0,8,1,186.2,0,8,2,0,1,8,2,172.0,0,8,1,201.3,0,8,1,0,1,8,2,145.0,0,8,1,185.4,0,8,1,0,1,8,2,262.0,0,8,1,168.4,0,8,1,0,1,8,2,161.5,0,8,1,179.4,0,8,1,0,1,8,1
2011/8,109.0,0,8,1,214.4,0,8,1,0,1,8,2,51.0,0,8,1,130.4,0,8,1,0,1,8,2,244.0,0,8,1,168.9,0,8,2,0,1,8,2,322.0,0,8,1,177.4,0,8,1,0,1,8,2,189.0,0,8,1,237.0,0,8,1,0,1,8,2,116.0,0,8,1,168.7,0,8,1,0,1,8,2,106.5,0,8,1,178.3,0,8,1,0,1,8,1
2011/9,257.5,0,8,1,127.4,0,8,1,0,1,8,2,362.5,0,8,1,136.4,0,8,1,0,1,8,2,235.0,0,8,1,165.8,0,8,2,0,1,8,2,85.5,0,8,1,177.4,0,8,1,0,1,8,2,242.0,0,8,1,184.2,0,8,1,0,1,8,2,388.5,0,8,1,186.7,0,8,1,0,1,8,2,187.5,0,8,1,187.7,0,8,1,0,1,8,1
2011/10,146.0,0,8,1,129.9,0,8,1,0,1,8,2,107.0,0,8,1,171.2,0,8,1,0,1,8,2,119.5,0,8,1,141.3,0,8,2,0,1,8,2,127.0,0,8,1,157.6,0,8,1,0,1,8,2,146.5,0,8,1,179.6,0,8,1,0,1,8,2,133.0,0,8,1,191.7,0,8,1,0,1,8,2,164.0,0,8,1,178.0,0,8,1,0,1,8,1
2011/11,86.0,0,8,1,116.5,0,8,1,32,0,8,2,35.0,0,8,1,141.0,0,8,1,0,1,8,2,112.5,0,8,1,143.4,0,8,2,0,1,8,2,166.5,0,8,1,115.7,0,8,1,0,1,8,2,90.0,0,8,1,137.2,0,8,1,0,1,8,2,82.5,0,8,1,155.3,0,8,1,0,1,8,2,92.0,0,8,1,131.8,0,8,1,0,1,8,1
2011/12,107.0,0,8,1,91.4,0,8,1,106,0,8,2,45.5,0,8,1,150.5,0,8,1,8,0,8,2,59.5,0,8,1,187.6,0,8,2,0,1,8,2,38.0,0,8,1,96.6,0,8,1,0,1,8,2,12.0,0,8,1,160.6,0,8,1,0,1,8,2,24.0,0,8,1,175.8,0,8,1,8,0,8,2,42.5,0,8,1,128.6,0,8,1,0,0,8,1
2012/1,71.5,0,8,1,131.5,0,8,1,99,0,8,2,22.5,0,8,1,154.1,0,8,1,22,0,8,2,50.0,0,8,1,183.0,0,8,2,4,0,8,2,29.5,0,8,1,98.7,0,8,1,0,1,8,2,34.0,0,8,1,147.3,0,8,1,0,1,8,2,35.0,0,8,1,162.0,0,8,1,0,1,8,2,12.5,0,8,1,129.1,0,8,1,0,0,8,1
2012/2,57.0,0,8,1,133.8,0,8,1,81,0,8,2,44.0,0,8,1,150.3,0,8,1,32,0,8,2,94.0,0,8,1,148.6,0,8,2,2,0,8,2,155.0,0,8,1,75.6,0,8,1,11,0,8,2,96.5,0,8,1,135.2,0,8,1,0,1,8,2,109.5,0,8,1,150.9,0,8,1,16,0,8,2,97.5,0,8,1,111.3,0,8,1,1,0,8,1
2012/3,44.5,0,8,1,143.6,0,8,1,62,0,8,2,123.5,0,8,1,153.9,0,8,1,47,0,8,2,144.5,0,8,1,149.7,0,8,2,0,1,8,2,125.0,0,8,1,153.8,0,8,1,0,1,8,2,152.0,0,8,1,159.0,0,8,1,0,1,8,2,147.5,0,8,1,175.1,0,8,1,1,0,8,2,128.5,0,8,1,133.4,0,5,1,0,0,8,1
2012/4,34.5,0,8,1,166.2,0,8,1,19,0,8,2,57.0,0,8,1,166.9,0,8,1,0,1,8,2,118.5,0,8,1,162.4,0,8,2,0,1,8,2,74.5,0,8,1,211.1,0,8,1,0,1,8,2,92.5,0,8,1,191.1,0,8,1,0,1,8,2,144.0,0,8,1,177.6,0,8,1,0,1,8,2,154.5,0,8,1,192.5,0,8,1,0,1,8,1
2012/5,83.5,0,8,1,207.2,0,8,1,0,1,8,2,224.0,0,8,1,188.3,0,8,1,0,1,8,2,231.0,0,8,1,195.4,0,8,2,0,1,8,2,43.5,0,8,1,184.5,0,8,1,0,1,8,2,25.0,0,8,1,184.1,0,8,1,0,1,8,2,55.5,0,8,1,219.5,0,8,1,0,1,8,2,49.5,0,8,1,204.5,0,8,1,0,1,8,1
2012/6,51.5,0,8,1,215.6,0,8,1,0,1,8,2,207.0,0,8,1,158.9,0,8,1,0,1,8,2,185.0,0,8,1,125.3,0,8,2,0,1,8,2,288.5,0,8,1,105.8,0,8,1,0,1,8,2,291.0,0,8,1,121.8,0,8,1,0,1,8,2,200.0,0,8,1,120.9,0,8,1,0,1,8,2,196.5,0,8,1,118.1,0,8,1,0,1,8,1
2012/7,81.5,0,8,1,205.6,0,8,1,0,1,8,2,164.0,0,8,1,128.3,0,8,1,0,1,8,2,130.0,0,8,1,181.3,0,5,2,0,1,8,2,464.0,0,8,1,175.2,0,8,1,0,1,8,2,193.5,0,8,1,207.0,0,8,1,0,1,8,2,224.0,0,8,1,183.3,0,8,1,0,1,8,2,359.5,0,8,1,179.4,0,8,1,0,1,8,1
2012/8,121.0,0,8,1,146.7,0,8,1,0,1,8,2,24.5,0,8,1,200.2,0,8,1,0,1,8,2,25.0,0,8,1,236.0,0,8,2,0,1,8,2,188.5,0,8,1,196.7,0,8,1,0,1,8,2,141.0,0,8,1,242.8,0,8,1,0,1,8,2,142.5,0,8,1,236.3,0,8,1,0,1,8,2,122.0,0,8,1,228.1,0,8,1,0,1,8,1
2012/9,191.0,0,8,1,166.2,0,8,1,0,1,8,2,130.0,0,8,1,176.5,0,8,1,0,1,8,2,214.5,0,8,1,164.4,0,8,2,0,1,8,2,129.0,0,8,1,159.4,0,8,1,0,1,8,2,202.0,0,8,1,186.6,0,8,1,0,1,8,2,233.5,0,8,1,183.2,0,8,1,0,1,8,2,70.0,0,8,1,186.6,0,8,1,0,1,8,1
2012/10,115.0,0,8,1,153.2,0,8,1,0,1,8,2,82.5,0,8,1,172.3,0,8,1,0,1,8,2,154.5,0,8,1,156.6,0,8,2,0,1,8,2,47.5,0,8,1,204.3,0,8,1,0,1,8,2,79.0,0,8,1,204.3,0,8,1,0,1,8,2,102.5,0,8,1,221.2,0,8,1,0,1,8,2,83.5,0,8,1,210.2,0,8,1,0,1,8,1
2012/11,219.0,0,8,1,79.5,0,8,1,13,0,8,2,58.0,0,8,1,115.7,0,8,1,0,1,8,2,154.0,0,8,1,153.3,0,5,2,0,1,8,2,125.0,0,8,1,135.5,0,8,1,0,1,8,2,122.5,0,8,1,131.2,0,8,1,0,1,8,2,78.0,0,8,1,159.9,0,8,1,0,1,8,2,120.0,0,8,1,144.0,0,8,1,0,1,8,1
2012/12,209.0,0,8,1,70.5,0,8,1,212,0,8,2,42.5,0,8,1,143.6,0,8,1,9,0,8,2,69.0,0,8,1,166.9,0,8,2,0,1,8,2,98.5,0,8,1,98.4,0,5,1,0,1,8,2,90.5,0,8,1,147.8,0,5,1,0,1,8,2,95.5,0,8,1,169.6,0,8,1,3,0,8,2,84.0,0,8,1,125.0,0,8,1,2,0,8,1
2013/1,101.5,0,8,1,111.2,0,8,1,125,0,8,2,37.0,0,8,1,170.8,0,8,1,55,0,8,2,70.0,0,8,1,212.5,0,8,2,8,0,8,2,57.5,0,8,1,125.6,0,8,1,4,0,8,2,38.5,0,8,1,167.2,0,8,1,0,1,8,2,51.5,0,8,1,209.7,0,8,1,2,0,8,2,43.5,0,8,1,164.9,0,8,1,6,0,8,1
2013/2,117.0,0,8,1,111.1,0,8,1,168,0,8,2,18.5,0,8,1,147.7,0,8,1,22,0,8,2,30.0,0,8,1,173.7,0,8,2,0,1,8,2,81.5,0,8,1,136.9,0,8,1,1,0,8,2,92.5,0,8,1,140.7,0,8,1,0,1,8,2,68.5,0,8,1,156.0,0,8,1,0,1,8,2,93.5,0,8,1,154.2,0,5,1,0,1,8,1
2013/3,108.0,0,8,1,116.1,0,8,1,105,0,8,2,3.0,0,8,1,187.4,0,8,1,0,1,8,2,44.5,0,8,1,190.1,0,8,2,0,1,8,2,56.5,0,8,1,178.6,0,8,1,0,1,8,2,92.0,0,8,1,186.5,0,8,1,0,1,8,2,54.0,0,8,1,207.1,0,8,1,0,1,8,2,90.0,0,8,1,207.5,0,8,1,0,1,8,1
2013/4,115.0,0,8,1,128.1,0,8,1,5,0,8,2,118.5,0,8,1,195.4,0,8,1,1,0,8,2,283.0,0,8,1,196.0,0,8,2,0,1,8,2,108.0,0,8,1,209.1,0,8,1,0,1,8,2,108.0,0,8,1,223.3,0,8,1,0,1,8,2,130.5,0,8,1,214.1,0,8,1,0,1,8,2,100.5,0,8,1,217.1,0,8,1,0,1,8,1
2013/5,61.5,0,8,1,142.1,0,8,1,0,1,8,2,27.5,0,8,1,228.4,0,8,1,0,1,8,2,56.0,0,8,1,227.1,0,5,2,0,1,8,2,37.0,0,8,1,250.6,0,8,1,0,1,8,2,44.0,0,8,1,263.9,0,8,1,0,1,8,2,63.5,0,8,1,282.2,0,8,1,0,1,8,2,125.5,0,8,1,268.7,0,8,1,0,1,8,1
2013/6,62.0,0,8,1,233.2,0,8,1,0,1,8,2,92.0,0,8,1,151.6,0,8,1,0,1,8,2,159.0,0,8,1,123.9,0,8,2,0,1,8,2,268.5,0,8,1,97.6,0,8,1,0,1,8,2,266.0,0,8,1,154.4,0,8,1,0,1,8,2,148.5,0,8,1,129.1,0,8,1,0,1,8,2,329.5,0,8,1,141.3,0,8,1,0,1,8,1
2013/7,54.5,0,8,1,215.4,0,8,1,0,1,8,2,257.5,0,8,1,64.4,0,8,1,0,1,8,2,115.5,0,8,1,163.4,0,8,2,0,1,8,2,134.0,0,8,1,215.8,0,8,1,0,1,8,2,50.0,0,8,1,222.5,0,8,1,0,1,8,2,186.5,0,8,1,203.3,0,8,1,0,1,8,2,175.5,0,8,1,205.0,0,8,1,0,1,8,1
2013/8,183.5,0,8,1,142.0,0,8,1,0,1,8,2,88.5,0,8,1,198.7,0,8,1,0,1,8,2,99.0,0,8,1,210.6,0,8,2,0,1,8,2,501.5,0,8,1,246.2,0,8,1,0,1,8,2,128.0,0,8,1,255.9,0,8,1,0,1,8,2,136.0,0,8,1,262.3,0,8,1,0,1,8,2,238.0,0,8,1,238.7,0,8,1,0,1,8,1
2013/9,173.0,0,8,1,149.6,0,8,1,0,1,8,2,210.5,0,8,1,138.1,0,8,1,0,1,8,2,231.5,0,8,1,164.2,0,8,2,0,1,8,2,133.0,0,8,1,209.0,0,8,1,0,1,8,2,258.5,0,8,1,218.2,0,8,1,0,1,8,2,280.0,0,8,1,204.3,0,8,1,0,1,8,2,224.5,0,8,1,204.2,0,8,1,0,1,8,1
2013/10,131.0,0,8,1,125.2,0,8,1,0,1,8,2,179.5,0,8,1,107.4,0,8,1,0,1,8,2,440.0,0,8,1,110.4,0,8,2,0,1,8,2,227.5,0,8,1,172.2,0,8,1,0,1,8,2,210.5,0,8,1,148.1,0,8,1,0,1,8,2,236.0,0,8,1,146.7,0,8,1,0,1,8,2,295.0,0,8,1,155.1,0,8,1,0,1,8,1
2013/11,116.0,0,8,1,98.7,0,8,1,20,0,8,2,14.0,0,8,1,159.9,0,8,1,0,1,8,2,26.0,0,8,1,177.4,0,8,2,0,1,8,2,119.5,0,8,1,112.1,0,8,1,0,1,8,2,80.5,0,8,1,165.7,0,8,1,0,1,8,2,51.0,0,8,1,167.1,0,8,1,0,1,8,2,58.5,0,8,1,156.3,0,8,1,0,1,8,1
2013/12,124.0,0,8,1,75.2,0,8,1,101,0,8,2,65.0,0,8,1,129.7,0,8,1,11,0,8,2,59.5,0,8,1,181.8,0,8,2,0,1,8,2,77.0,0,8,1,104.8,0,8,1,0,1,8,2,49.5,0,8,1,153.1,0,8,1,0,1,8,2,57.5,0,8,1,173.4,0,8,1,0,1,8,2,46.5,0,8,1,135.8,0,8,1,0,1,8,1
2014/1,111.5,0,8,1,87.8,0,8,1,148,0,8,2,18.0,0,8,1,183.0,0,8,1,12,0,8,2,24.5,0,8,1,204.1,0,8,2,0,1,8,2,57.5,0,8,1,146.3,0,8,1,0,1,8,2,52.0,0,8,1,169.3,0,8,1,0,1,8,2,38.5,0,8,1,214.1,0,8,1,0,1,8,2,45.0,0,8,1,169.2,0,8,1,0,1,8,1
2014/2,89.0,0,8,1,118.8,0,8,1,118,0,8,2,78.5,0,8,1,152.4,0,8,1,64,0,8,2,157.5,0,8,1,139.8,0,5,2,49,0,8,2,83.0,0,8,1,105.2,0,8,1,0,1,8,2,55.0,0,8,1,125.2,0,8,1,6,0,8,2,132.5,0,8,1,189.2,0,8,1,12,0,8,2,42.0,0,8,1,116.0,0,8,1,2,0,8,1
2014/3,64.0,0,8,1,155.5,0,8,1,84,0,8,2,162.5,0,8,1,157.8,0,8,1,6,0,8,2,113.5,0,8,1,205.0,0,8,2,0,1,8,2,102.5,0,8,1,175.1,0,8,1,0,1,8,2,153.0,0,8,1,192.0,0,8,1,0,1,8,2,153.0,0,8,1,215.1,0,8,1,0,1,8,2,159.5,0,8,1,197.7,0,8,1,0,1,8,1
2014/4,24.0,0,8,1,257.8,0,8,1,7,0,8,2,69.0,0,8,1,262.7,0,8,1,0,1,8,2,155.0,0,8,1,218.3,0,8,2,0,1,8,2,61.0,0,8,1,179.9,0,8,1,0,1,8,2,72.5,0,8,1,217.0,0,8,1,0,1,8,2,128.0,0,8,1,220.3,0,8,1,0,1,8,2,79.5,0,8,1,191.3,0,8,1,0,1,8,1
2014/5,60.0,0,8,1,207.7,0,8,1,0,1,8,2,83.5,0,8,1,244.0,0,8,1,0,1,8,2,135.5,0,8,1,236.5,0,8,2,0,1,8,2,94.0,0,8,1,280.7,0,8,1,0,1,8,2,81.0,0,8,1,263.2,0,8,1,0,1,8,2,154.5,0,8,1,273.7,0,8,1,0,1,8,2,114.5,0,8,1,273.2,0,8,1,0,1,8,1
2014/6,99.0,0,8,1,182.4,0,8,1,0,1,8,2,242.0,0,8,1,137.9,0,8,1,0,1,8,2,311.0,0,8,1,143.0,0,8,2,0,1,8,2,101.0,0,8,1,107.9,0,8,1,0,1,8,2,74.5,0,8,1,166.4,0,8,1,0,1,8,2,72.0,0,8,1,181.0,0,8,1,0,1,8,2,119.0,0,8,1,133.0,0,8,1,0,1,8,1
2014/7,76.5,0,8,1,214.3,0,8,1,0,1,8,2,123.0,0,8,1,159.2,0,8,1,0,1,8,2,105.5,0,8,1,175.6,0,8,2,0,1,8,2,373.0,0,8,1,148.0,0,8,1,0,1,8,2,79.0,0,8,1,214.5,0,8,1,0,1,8,2,106.0,0,8,1,194.9,0,8,1,0,1,8,2,283.0,0,8,1,169.6,0,8,1,0,1,8,1
2014/8,217.5,0,8,1,178.9,0,8,1,0,1,8,2,133.0,0,8,1,137.9,0,8,1,0,1,8,2,105.0,0,8,1,180.9,0,8,2,0,1,8,2,462.5,0,8,1,79.7,0,8,1,0,1,8,2,341.0,0,8,1,147.4,0,8,1,0,1,8,2,179.0,0,8,1,102.3,0,8,1,0,1,8,2,337.5,0,8,1,84.8,0,8,1,0,1,8,1
2014/9,146.0,0,8,1,188.8,0,8,1,0,1,8,2,112.0,0,8,1,192.8,0,8,1,0,1,8,2,155.5,0,8,1,145.8,0,8,2,0,1,8,2,107.0,0,8,1,159.5,0,8,1,0,1,8,2,94.5,0,8,1,191.8,0,8,1,0,1,8,2,195.0,0,8,1,186.5,0,8,1,0,1,8,2,117.0,0,8,1,162.3,0,8,1,0,1,8,1
2014/10,124.0,0,8,1,145.4,0,8,1,0,1,8,2,256.5,0,8,1,188.4,0,8,1,0,1,8,2,384.5,0,8,1,135.2,0,8,2,0,1,8,2,144.5,0,8,1,183.6,0,8,1,0,1,8,2,122.0,0,8,1,168.3,0,8,1,0,1,8,2,167.5,0,8,1,161.0,0,8,1,0,1,8,2,143.5,0,8,1,186.1,0,8,1,0,1,8,1
2014/11,64.0,0,8,1,109.0,0,8,1,32,0,8,2,70.5,0,8,1,143.6,0,8,1,0,1,8,2,98.5,0,8,1,134.6,0,8,2,0,1,8,2,106.0,0,8,1,138.0,0,8,1,0,1,8,2,74.5,0,8,1,159.7,0,8,1,0,1,8,2,96.5,0,8,1,159.3,0,8,1,0,1,8,2,63.5,0,8,1,163.6,0,8,1,0,1,8,1
2014/12,128.0,0,8,1,66.3,0,8,1,130,0,8,2,68.0,0,8,1,133.7,0,8,1,14,0,8,2,62.0,0,8,1,185.2,0,5,2,0,1,8,2,73.5,0,8,1,105.9,0,8,1,0,1,8,2,79.5,0,8,1,146.5,0,8,1,0,1,8,2,83.0,0,8,1,157.9,0,8,1,23,0,8,2,69.0,0,8,1,132.9,0,8,1,9,0,8,1
2015/1,143.5,0,8,1,102.5,0,8,1,127,0,8,2,41.5,0,8,1,152.0,0,8,1,24,0,8,2,92.5,0,8,1,182.0,0,8,2,3,0,8,2,83.5,0,8,1,112.2,0,8,1,1,0,8,2,93.0,0,8,1,123.3,0,8,1,0,1,8,2,116.0,0,8,1,170.0,0,8,1,3,0,8,2,95.5,0,8,1,126.1,0,8,1,5,0,8,1
2015/2,59.5,0,8,1,95.4,0,8,1,39,0,8,2,30.0,0,8,1,139.1,0,8,1,4,0,8,2,62.0,0,8,1,166.9,0,8,2,0,1,8,2,42.5,0,8,1,114.3,0,8,1,0,1,8,2,25.5,0,8,1,136.8,0,8,1,0,1,8,2,35.0,0,8,1,174.7,0,8,1,0,1,8,2,24.0,0,8,1,128.6,0,8,1,0,1,8,1
2015/3,125.5,0,8,1,144.0,0,8,1,39,0,8,2,184.5,0,8,1,210.0,0,8,1,3,0,8,2,94.0,0,8,1,194.2,0,8,2,0,1,8,2,94.5,0,8,1,193.7,0,8,1,0,1,8,2,174.5,0,8,1,175.4,0,8,1,0,1,8,2,139.0,0,8,1,197.7,0,8,1,3,0,8,2,106.5,0,8,1,200.9,0,8,1,0,1,8,1
2015/4,90.0,0,8,1,220.4,0,8,1,0,1,8,2,100.5,0,8,1,204.0,0,8,1,0,1,8,2,129.0,0,8,1,149.5,0,8,2,0,1,8,2,239.5,0,8,1,161.9,0,8,1,0,1,8,2,107.0,0,8,1,152.1,0,8,1,0,1,8,2,148.5,0,8,1,145.1,0,8,1,0,1,8,2,198.0,0,8,1,150.5,0,8,1,0,1,8,1
2015/5,37.0,0,8,1,263.2,0,8,1,0,1,8,2,45.0,0,8,1,273.3,0,8,1,0,1,8,2,88.0,0,8,1,240.6,0,8,2,0,1,8,2,120.5,0,8,1,230.5,0,8,1,0,1,8,2,104.0,0,8,1,249.3,0,8,1,0,1,8,2,98.0,0,8,1,251.3,0,8,1,0,1,8,2,101.0,0,8,1,239.7,0,8,1,0,1,8,1
2015/6,66.5,0,8,1,151.4,0,8,1,0,1,8,2,130.5,0,8,1,167.5,0,8,1,0,1,8,2,195.5,0,8,1,137.3,0,8,2,0,1,8,2,222.5,0,8,1,124.6,0,8,1,0,1,8,2,196.0,0,8,1,144.1,0,8,1,0,1,8,2,196.0,0,8,1,127.7,0,8,1,0,1,8,2,237.5,0,8,1,149.4,0,8,1,0,1,8,1
2015/7,64.0,0,8,1,175.0,0,8,1,0,1,8,2,54.5,0,8,1,191.1,0,8,1,0,1,8,2,234.5,0,8,1,181.8,0,8,2,0,1,8,2,266.0,0,8,1,149.2,0,8,1,0,1,8,2,358.0,0,8,1,168.2,0,8,1,0,1,8,2,227.5,0,8,1,144.7,0,8,1,0,1,8,2,110.0,0,8,1,129.2,0,8,1,0,1,8,1
2015/8,131.5,0,8,1,158.6,0,8,1,0,1,8,2,219.5,0,8,1,129.6,0,8,1,0,1,8,2,103.5,0,8,1,137.6,0,8,2,0,1,8,2,319.5,0,8,1,203.5,0,8,1,0,1,8,2,185.5,0,8,1,202.3,0,8,1,0,1,8,2,296.5,0,8,1,181.0,0,8,1,0,1,8,2,215.5,0,8,1,201.8,0,5,1,0,1,8,1
2015/9,198.0,0,8,1,151.8,0,8,1,0,1,8,2,441.0,0,8,1,136.6,0,8,1,0,1,8,2,503.5,0,8,1,113.3,0,8,2,0,1,8,2,146.0,0,8,1,158.1,0,8,1,0,1,8,2,163.0,0,8,1,158.8,0,8,1,0,1,8,2,262.0,0,8,1,159.5,0,8,1,0,1,8,2,159.5,0,8,1,150.4,0,8,1,0,1,8,1
2015/10,98.0,0,8,1,150.9,0,8,1,0,1,8,2,8.0,0,8,1,215.8,0,8,1,0,1,8,2,57.0,0,8,1,181.3,0,8,2,0,1,8,2,83.0,0,8,1,231.2,0,8,1,0,1,8,2,40.5,0,8,1,231.2,0,8,1,0,1,8,2,64.5,0,8,1,240.6,0,8,1,0,1,8,2,94.0,0,8,1,227.0,0,5,1,0,1,8,1
2015/11,137.0,0,8,1,108.2,0,8,1,49,0,8,2,144.5,0,8,1,130.0,0,8,1,0,1,8,2,139.5,0,8,1,120.1,0,8,2,0,1,8,2,140.5,0,8,1,101.8,0,8,1,0,1,8,2,111.5,0,8,1,120.4,0,8,1,0,1,8,2,137.0,0,8,1,136.4,0,8,1,0,1,8,2,192.5,0,8,1,112.4,0,8,1,0,1,8,1
2015/12,124.0,0,8,1,91.6,0,8,1,101,0,8,2,45.0,0,8,1,153.8,0,8,1,0,1,8,2,82.5,0,8,1,162.0,0,8,2,0,1,8,2,109.5,0,8,1,91.0,0,8,1,0,1,8,2,90.0,0,8,1,144.3,0,8,1,0,1,8,2,83.0,0,8,1,171.6,0,8,1,0,1,8,2,107.0,0,8,1,147.4,0,8,1,0,1,8,1
2016/1,74.0,0,8,1,88.2,0,8,1,98,0,8,2,67.5,0,8,1,126.6,0,8,1,43,0,8,2,85.0,0,8,1,201.5,0,8,2,6,0,8,2,92.0,0,8,1,59.3,0,8,1,3,0,8,2,66.5,0,8,1,161.3,0,8,1,0,1,8,2,55.0,0,8,1,186.1,0,8,1,10,0,8,2,66.5,0,8,1,126.8,0,8,1,6,0,8,1
2016/2,109.5,0,8,1,99.3,0,8,1,113,0,8,2,17.5,0,8,1,157.7,0,8,1,0,1,8,2,57.0,0,8,1,160.1,0,8,2,0,1,8,2,98.5,0,8,1,106.6,0,8,1,0,1,8,2,81.0,0,8,1,170.4,0,8,1,0,1,8,2,64.5,0,8,1,184.2,0,8,1,0,1,8,2,95.0,0,8,1,134.1,0,8,1,1,0,8,1
2016/3,60.5,0,8,1,164.1,0,8,1,67,0,8,2,8.5,0,8,1,193.0,0,8,1,6,0,8,2,103.0,0,8,1,161.9,0,8,2,0,1,8,2,77.5,0,8,1,160.4,0,8,1,0,1,8,2,91.0,0,8,1,207.0,0,8,1,0,1,8,2,111.0,0,8,1,232.7,0,8,1,0,1,8,2,67.0,0,8,1,197.8,0,8,1,0,1,8,1
2016/4,58.5,0,8,1,174.9,0,8,1,0,1,8,2,180.0,0,8,1,192.3,0,8,1,0,1,8,2,120.0,0,8,1,149.2,0,8,2,0,1,8,2,196.0,0,8,1,160.2,0,8,1,0,1,8,2,127.5,0,8,1,168.0,0,8,1,0,1,8,2,200.0,0,8,1,175.5,0,8,1,0,1,8,2,274.0,0,8,1,182.5,0,8,1,0,1,8,1
2016/5,40.5,0,8,1,229.5,0,8,1,0,1,8,2,87.5,0,8,1,208.1,0,8,1,0,1,8,2,137.5,0,8,1,204.9,0,8,2,0,1,8,2,191.5,0,8,1,224.9,0,8,1,0,1,8,2,136.5,0,8,1,229.7,0,8,1,0,1,8,2,145.0,0,8,1,213.7,0,8,1,0,1,8,2,184.0,0,8,1,216.0,0,8,1,0,1,8,1
